SMILES,TITLE,receptor,Chemgauss4
Cc1c(c2c(=O)[nH]cnc2o1)C(=O)NCCc3cccc(c3Cl)Cl,EDB=113062,PLPro_1,-15.347735
c1cc2cccnc2c(c1)CNC(=O)N[C@H]3CCO[C@H](C3)c4cccnc4,EDB=294084,PLPro_1,-15.346144
CC(C)CC[C@@H](CO)NC(=O)c1cc(ncc1Br)O,T2K-446990,PLPro_1,-15.342419
Cc1cc(c2cc([nH]c2c1)C(=O)NCc3cccc(c3)C[NH3+])C,SIM-343232-ENA,PLPro_1,-15.338944
C[NH+](C)[C@@H](CNC(=O)c1cc(ccc1OC)Cl)c2ccc(cc2)OC,EDB=187726,PLPro_1,-15.337039
CC[C@H](CNC(=O)c1cc2c([nH]cn2)nc1)[NH2+]CC(=O)N,T2K-443105,PLPro_1,-15.336999
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)NCc2c(cc(cc2OC)OC)OC,SIM-5974-ZIN,PLPro_1,-15.330985
C[C@@H](CCNC(=O)c1cc(c[nH]1)Br)[NH2+]C[C@@H](C)O,T2K-447035,PLPro_1,-15.330381
Cc1ccccc1C(=O)NCCOc2ccccc2C(=O)[O-],SIM-195415-SUR,PLPro_1,-15.330109
c1ccc(cc1)CCCNC(=O)c2cc3cc(=O)[nH]cc3[nH]2,T2K-204848,PLPro_1,-15.321186
c1ccc(cc1)[C@H](CNC(=O)c2cc(=O)[nH]c3c2cccc3)O,T2K-221800,PLPro_1,-15.319553
COc1ccc(cc1)[C@H](CNC(=O)c2cc3ccccc3cc2OC)[NH+]4CCCC4,EDB=121732,PLPro_1,-15.315681
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)NC[C@@](C)(CCC(C)C)O,SIM-6297-E15,PLPro_1,-15.311417
C1CCC(CC1)[N@H+](CCC[NH3+])CC(=O)NC2CCOCC2,DUD=96614,PLPro_1,-15.304859
CCC(CC)(CCNC(=O)CSc1[nH]c(=O)[nH]n1)O,SIM-105039-ZIN,PLPro_1,-15.303660
c1c(cnc2c1nn[nH]2)C(=O)N3CC[C@@H](C3)[NH2+]CC(=O)N,T2K-443185,PLPro_1,-15.300060
Cc1c(c(=O)[nH]c(=O)[nH]1)CCC(=O)N[C@H](C)c2cccs2,EDB=78495,PLPro_1,-15.299120
CCC[C@H](C(=O)N[C@@H]1CCCc2c1cc[nH]2)[NH3+],SIM-413287-G17,PLPro_1,-15.292902
CC(C)(CNC(=O)c1ccc(cc1Cl)[N+](=O)[O-])[NH+]2CCOCC2,EDB=70550,PLPro_1,-15.292649
C[C@@H](Cn1ccnc1)NC(=O)N[C@H](C)c2cc(ccc2OC)F,EDB=192372,PLPro_1,-15.291563
C[C@H](c1ccc2ccccc2c1)NC(=O)c3ccccc3C(F)(F)F,EDB=235528,PLPro_1,-15.286250
Cc1cc([nH]c1C(=O)NCCc2c[nH]c3c2cccc3)C,SIM-22693-MOS,PLPro_1,-15.285978
CC[C@H](c1cc(cc(c1)C)C)NC(=O)CSc2[nH]c(=O)[nH]n2,SIM-296293-E15,PLPro_1,-15.274002
c1cc(cc(c1)NC(=O)Cc2ccn[nH]2)c3ccn[nH]3,SIM-138316-PCH,PLPro_1,-15.264164
C[NH+](C)[C@@H](CNC(=O)c1cc(nn1c2ccccc2)c3ccccc3)c4ccco4,DUD=78566,PLPro_1,-15.263167
C[NH+](C)[C@@H](CNC(=O)c1cc(nn1c2ccccc2)c3ccccc3)c4ccco4,EDB=175203,PLPro_1,-15.263167
C[C@H](c1cccc(c1)N2CCCC2)NC(=O)NC3CCC(CC3)O,EDB=275227,PLPro_1,-15.257275
Cc1c(n[nH]c(=O)c1C(=O)N[C@H](C)[C@@H](c2ccccc2)[NH3+])C,SIM-198101-E15,PLPro_1,-15.256748
Cc1c2c(cc(nc2n(n1)C)c3cccs3)C(=O)NC[C@@]4(CCSC4)[NH+]5CCOCC5,EDB=42091,PLPro_1,-15.254451
Cc1ccc(c(c1)C)CNC(=O)CCc2c([nH]c(=O)[nH]c2=O)C,SIM-5967-ZIN,PLPro_1,-15.253873
